
			__/\\\\\_____/\\\__/\\\\\\\\\\\\\\\_____/\\\\\\\\\________/\\\\\\\\\\\___
			 _\/\\\\\\___\/\\\_\/\\\///////////____/\\\\\\\\\\\\\____/\\\/////////\\\_
			  _\/\\\/\\\__\/\\\_\/\\\______________/\\\/////////\\\__\//\\\______\///__
			   _\/\\\//\\\_\/\\\_\/\\\\\\\\\\\_____\/\\\_______\/\\\___\////\\\_________
			    _\/\\\\//\\\\/\\\_\/\\\///////______\/\\\\\\\\\\\\\\\______\////\\\______
			     _\/\\\_\//\\\/\\\_\/\\\_____________\/\\\/////////\\\_________\////\\\___
			      _\/\\\__\//\\\\\\_\/\\\_____________\/\\\_______\/\\\__/\\\______\//\\\__
			       _\/\\\___\//\\\\\_\/\\\\\\\\\\\\\\\_\/\\\_______\/\\\_\///\\\\\\\\\\\/___
			        _\///_____\/////__\///////////////__\///________\///____\///////////_____


			                              ____  __________
			                             / __ \/ ____/ __ \
			                            / / / / /   / /_/ /
			                           / /_/ / /___/ ____/
			                          /_____/\____/_/

			   ___       __         _____     ____        __  _             ___           __                __
			  / _ \___ _/ /____ _  / ___/__  / / /__ ____/ /_(_)__  ___    / _ \_______  / /____  _______  / /
			 / // / _ `/ __/ _ `/ / /__/ _ \/ / / -_) __/ __/ / _ \/ _ \  / ___/ __/ _ \/ __/ _ \/ __/ _ \/ /
			/____/\_,_/\__/\_,_/  \___/\___/_/_/\__/\__/\__/_/\___/_//_/ /_/  /_/  \___/\__/\___/\__/\___/_/

~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

										This file contains data from HEAT EX 1 and HEAT EX 2


DATE,  TEMP AIN HX1,  TEMP AOUT HX1,  TEMP WIN HX1,  TEMP WOUT HX1,  TEMP AIN HX2,  TEMP AOUT HX2,  TEMP WIN HX2,  TEMP WOUT HX2,  PRESSURE HX1,  FLOW HX1,  BTU HX1,  PRESSURE HX2,  FLOW HX2,  BTU HX2,
DT#2023-08-03-09:43:10,   79.2,79.1,79.1,79.0,79.2,79.2,79.1,79.0,0.0,0.0,0.0,0.0,0.0,0.0
DT#2023-08-03-09:43:15,   79.2,79.1,79.1,79.1,79.2,79.2,79.1,79.0,0.0,0.0,0.0,0.0,0.0,0.0
DT#2023-08-03-09:43:20,   79.2,79.2,79.1,79.1,79.2,79.3,79.1,79.0,0.0,0.0,0.0,0.0,0.0,0.0
DT#2023-08-03-09:43:25,   79.2,79.1,79.1,79.1,79.2,79.3,79.2,79.1,0.0,0.0,0.0,0.0,0.0,0.0
DT#2023-08-03-09:43:30,   79.2,79.1,79.2,79.1,79.2,79.2,79.2,79.1,0.0,0.0,0.0,0.0,0.0,0.0
DT#2023-08-03-09:43:35,   79.2,79.1,79.2,79.1,79.2,79.3,79.2,79.1,0.0,0.0,0.0,0.0,0.0,0.0
DT#2023-08-03-09:43:40,   79.2,79.1,79.2,79.1,79.2,79.2,79.2,79.0,0.0,0.0,0.0,0.0,0.0,0.0
DT#2023-08-03-09:43:45,   79.2,79.2,79.2,79.1,79.2,79.3,79.2,79.1,0.0,0.0,0.0,0.0,0.0,0.0
DT#2023-08-03-09:43:50,   79.2,79.1,79.2,79.1,79.2,79.3,79.2,79.1,0.0,0.0,0.0,0.0,0.0,0.0
DT#2023-08-03-09:43:55,   79.2,79.2,79.2,79.1,79.2,79.3,79.2,79.1,0.0,0.0,0.0,0.0,0.0,0.0
DT#2023-08-03-09:44:00,   79.2,79.1,79.2,79.1,79.2,79.3,79.2,79.1,0.0,0.0,0.0,0.0,0.0,0.0
DT#2023-08-03-09:44:06,   79.2,79.1,79.2,79.1,79.2,79.3,79.2,79.1,0.0,0.0,0.0,0.0,0.0,0.0
DT#2023-08-03-09:44:11,   79.2,79.1,79.2,79.1,79.2,79.3,79.2,79.1,0.0,0.0,0.0,0.0,0.0,0.0
DT#2023-08-03-09:44:16,   79.2,79.2,79.2,79.1,79.2,79.3,79.2,79.1,0.0,0.0,0.0,0.0,0.0,0.0
DT#2023-08-03-09:44:21,   79.2,79.2,79.2,79.1,79.2,79.3,79.2,79.1,0.0,0.0,0.0,0.0,0.0,0.0
DT#2023-08-03-09:44:26,   79.2,79.2,79.2,79.1,79.2,79.3,79.2,79.1,0.0,0.0,0.0,0.0,0.0,0.0
